Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
Q3IUJ2	TRM1_NATPD	('2.1.1.216',)	('SSF53335',)	Inferred from homology	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	trm1 NP_0194A	Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara) (Halobacterium pharaonis)	()	Q3IUJ2;	2025-06-18	111	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Haloarculaceae (family), Natronomonas (genus), Natronomonas pharaonis (species)	Archaea	True
Q3V7Z9	THI4_HALMA	('2.4.2.60',)	('SSF51905',)	Inferred from homology	Thiamine thiazole synthase (EC 2.4.2.60)	thi4 rrnAC1782	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	()	Q3V7Z9;	2025-04-09	100	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Haloarculaceae (family), Haloarcula (genus), Haloarcula marismortui (species)	Archaea	True
Q464Y4	RPO5_METBF	('2.7.7.6',)	('SSF55287',)	Inferred from homology	DNA-directed RNA polymerase subunit Rpo5 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit H)	rpo5 rpoH Mbar_A3695	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q464Y4;	2025-06-18	109	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465C4	HIS3_METBF	('3.5.4.19',)	('SSF141734',)	Inferred from homology	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	hisI Mbar_A3654	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465C4;	2025-06-18	103	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465F4	TRPA_METBF	('4.2.1.20',)	('SSF51366',)	Inferred from homology	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA Mbar_A3623	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465F4;	2025-04-09	105	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465N2	CYAS_METBF	('2.5.1.76',)	('SSF53686',)	Inferred from homology	Cysteate synthase (CS) (Cya synthase) (EC 2.5.1.76)	Mbar_A3541	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465N2;	2025-02-05	111	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465R0	OTC_METBF	('2.1.3.3',)	('SSF53671',)	Inferred from homology	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argF Mbar_A3512	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465R0;	2025-06-18	122	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465R4	HISX_METBF	('1.1.1.23',)	('SSF53720',)	Inferred from homology	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD Mbar_A3507	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465R4;	2025-02-05	118	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q465Z7	GGR_METBF	('1.3.7.11',)	('SSF51905',)	Inferred from homology	Digeranylgeranylglycerophospholipid reductase (DGGGPL reductase) (EC 1.3.7.11) (2,3-bis-O-geranylgeranylglyceryl phosphate reductase) (Geranylgeranyl reductase) (GGR)	Mbar_A3422	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q465Z7;	2025-06-18	135	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466A2	COFH2_METBF	('2.5.1.147',)	('SSF102114',)	Inferred from homology	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase 2 (EC 2.5.1.147) (FO synthase subunit 2 2)	cofH2 Mbar_A3417	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466A2;	2025-06-18	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466A3	COFH1_METBF	('2.5.1.147',)	('SSF102114',)	Inferred from homology	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase 1 (EC 2.5.1.147) (FO synthase subunit 2 1)	cofH1 Mbar_A3416	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466A3;	2025-06-18	121	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466A4	COFG_METBF	('4.3.1.32',)	('SSF102114',)	Inferred from homology	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase (EC 4.3.1.32) (FO synthase subunit 1)	cofG Mbar_A3415	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466A4;	2025-06-18	112	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466D4	NDK_METBF	('2.7.4.6',)	('SSF54919',)	Inferred from homology	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk Mbar_A3385	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466D4;	2025-06-18	111	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466J4	THIM_METBF	('2.7.1.50',)	('SSF53613',)	Inferred from homology	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM Mbar_A3319	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466J4;	2025-06-18	110	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466J5	THIE_METBF	('2.5.1.3',)	('SSF51391',)	Inferred from homology	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE Mbar_A3318	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466J5;	2025-02-05	115	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q466V2	TRUD_METBF	('5.4.99.27',)	('SSF55120',)	Inferred from homology	Probable tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	truD Mbar_A3206	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q466V2;	2025-02-05	103	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q468I6	TOP6A_METBF	('5.6.2.2',)	('SSF56726',)	Inferred from homology	Type 2 DNA topoisomerase 6 subunit A (EC 5.6.2.2) (Type II DNA topoisomerase VI subunit A)	top6A Mbar_A2806	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q468I6;	2025-06-18	113	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q468N6	RNH2_METBF	('3.1.26.4',)	('SSF53098',)	Inferred from homology	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB Mbar_A2753	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q468N6;	2025-02-05	113	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q469M0	RPO12_METBF	('2.7.7.6',)	('SSF63393',)	Inferred from homology	DNA-directed RNA polymerase subunit Rpo12 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit P)	rpo12 rpoP Mbar_A2509	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q469M0;	2025-06-18	97	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46AH3	NADK_METBF	('2.7.1.23',)	('SSF111331',)	Inferred from homology	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK Mbar_A2191	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46AH3;	2025-02-05	109	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46AR1	THI4_METBF	('2.4.2.59',)	('SSF51905',)	Inferred from homology	Thiamine thiazole synthase (EC 2.4.2.59)	thi4 Mbar_A2100	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46AR1;	2025-02-05	119	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46AS7	RIBL_METBF	('2.7.7.2',)	('SSF52374',)	Inferred from homology	FAD synthase (EC 2.7.7.2) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase)	ribL Mbar_A2084	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46AS7;	2025-02-05	103	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46AU8	FAE_METBF	('4.2.1.147',)	('SSF54211',)	Evidence at protein level	5,6,7,8-tetrahydromethanopterin hydro-lyase (EC 4.2.1.147) (Formaldehyde-activating enzyme) (Fae)	faeA Mbar_A2060	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46AU8;	2025-02-05	98	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46B88	NQOR_METBF	('1.6.5.2',)	('SSF52218',)	Inferred from homology	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO)	Mbar_A1914	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46B88;	2025-06-18	114	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46BI1	ACKA_METBF	('2.7.2.1',)	('SSF53067',)	Inferred from homology	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA Mbar_A1820	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46BI1;	2025-04-09	114	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46BL0	SUMT_METBF	('2.1.1.107',)	('SSF53790',)	Evidence at protein level	S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase (Mba_SUMT) (SUMT) (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase)	Mbar_A1791	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46BL0;	2025-06-18	111	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46BM0	PSTB_METBF	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB Mbar_A1781	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46BM0;	2025-02-05	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46BQ5	SYY_METBF	('6.1.1.1',)	('SSF52374',)	Inferred from homology	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Mbar_A1745	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46BQ5;	2025-06-18	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46BZ6	NTPPA_METBF	('3.6.1.9',)	('SSF52972',)	Inferred from homology	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	Mbar_A1652	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46BZ6;	2025-06-18	106	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46C10	RPO11_METBF	('2.7.7.6',)	('SSF55257',)	Inferred from homology	DNA-directed RNA polymerase subunit Rpo11 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit L)	rpo11 rpoL Mbar_A1637	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46C10;	2025-06-18	109	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46C14	HPRT_METBF	('2.4.2.8',)	('SSF53271',)	Inferred from homology	Hypoxanthine/guanine phosphoribosyltransferase (HGPRTase) (EC 2.4.2.8)	hpt Mbar_A1633	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46C14;	2025-06-18	113	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CC5	HIS6_METBF	('4.3.2.10',)	('SSF51366',)	Inferred from homology	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF Mbar_A1514	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CC5;	2025-02-05	107	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CH5	AHBB_METBF	('4.1.1.111',)	('SSF46785',)	Evidence at protein level	Siroheme decarboxylase beta subunit (EC 4.1.1.111) (SH decarboxylase AhbAB)	ahbB Mbar_A1460	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CH5;	2025-02-05	103	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CH6	AHBA_METBF	('4.1.1.111',)	('SSF46785',)	Evidence at protein level	Siroheme decarboxylase alpha subunit (EC 4.1.1.111) (SH decarboxylase AhbAB)	ahbA Mbar_A1459	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CH6;	2025-02-05	103	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CH7	AHBD_METBF	('1.3.98.6',)	('SSF102114',)	Evidence at protein level	AdoMet-dependent heme synthase (EC 1.3.98.6)	ahbD Mbar_A1458	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CH7;	2025-02-05	112	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CJ6	AROC_METBF	('4.2.3.5',)	('SSF103263',)	Inferred from homology	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC Mbar_A1438	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CJ6;	2025-06-18	116	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CK8	RPO10_METBF	('2.7.7.6',)	('SSF46924',)	Inferred from homology	DNA-directed RNA polymerase subunit Rpo10 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit N)	rpo10 rpoN Mbar_A1425	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CK8;	2025-06-18	117	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CL4	IDI2_METBF	('5.3.3.2',)	('SSF51395',)	Inferred from homology	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	fni Mbar_A1419	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CL4;	2025-02-05	110	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46CQ6	SYFA_METBF	('6.1.1.20',)	('SSF55681',)	Inferred from homology	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS Mbar_A1375	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46CQ6;	2025-06-18	125	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46D71	SEPS_METBF	('6.1.1.27',)	('SSF55681',)	Inferred from homology	O-phosphoserine--tRNA(Cys) ligase (O-phosphoserine--tRNA ligase) (EC 6.1.1.27) (Non-canonical O-phosphoseryl-tRNA(Cys) synthetase) (O-phosphoseryl-tRNA(Cys) synthetase) (SepRS)	sepS Mbar_A1204	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46D71;	2025-02-05	127	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46D93	ARGB_METBF	('2.7.2.8',)	('SSF53633',)	Inferred from homology	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB Mbar_A1181	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46D93;	2025-02-05	119	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46DA6	PYRB_METBF	('2.1.3.2',)	('SSF53671',)	Inferred from homology	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB Mbar_A1168	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46DA6;	2025-06-18	115	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46DC4	DAPA_METBF	('4.3.3.7',)	('SSF51569',)	Inferred from homology	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Mbar_A1150	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46DC4;	2025-02-05	114	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46DW1	DNAG_METBF	('2.7.7.101',)	('SSF56731',)	Inferred from homology	DNA primase DnaG (EC 2.7.7.101)	dnaG Mbar_A0959	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46DW1;	2025-06-18	109	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46DY6	TPIS_METBF	('5.3.1.1',)	('SSF51351',)	Inferred from homology	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA Mbar_A0934	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46DY6;	2025-06-18	116	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46DZ7	AROD_METBF	('4.2.1.10',)	('SSF51569',)	Inferred from homology	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	aroD Mbar_A0922	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46DZ7;	2025-06-18	112	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46E77	PYLS_METBF	('6.1.1.26',)	('SSF55681',)	Inferred from homology	Pyrrolysine--tRNA ligase (EC 6.1.1.26) (Pyrrolysine--tRNA(Pyl) ligase) (Pyrrolysyl-tRNA synthetase) (PylRS)	pylS Mbar_A0839	Methanosarcina barkeri (strain Fusaro / DSM 804)	()	Q46E77;	2025-06-18	121	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
Q46E79	PYLC_METBF	('6.3.2.59',)	('SSF56059',)	Evidence at protein level	3-methyl-D-ornithine--L-lysine ligase (EC 6.3.2.59) ((3R)-3-methyl-D-ornithine:L-lysine ligase) (Pyrrolysine biosynthesis protein PylC)	pylC Mbar_A0837	Methanosarcina barkeri (strain Fusaro / DSM 804)	('4FFL', '4FFM', '4FFN', '4FFO', '4FFP', '4FFR')	Q46E79;	2025-02-05	125	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina barkeri (species)	Archaea	True
