Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
P68539	COX1_WHEAT	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1 COI COXI	Triticum aestivum (Wheat)	()	P68539;	2025-02-05	115	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus)	Eukaryota	True
P70758	UCRIC_NOSS1	('7.1.1.6',)	('SSF50022',)	Inferred from homology	Cytochrome b6-f complex iron-sulfur subunit 3 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 3) (ISP 3) (RISP 3) (Rieske iron-sulfur protein 3)	petC3 petC4 all1512	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	()	P70758;	2025-06-18	153	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Nostoc (genus), unclassified Nostoc (no rank)	Bacteria	True
P74714	UCRIA_SYNY3	('7.1.1.6',)	('SSF50022',)	Inferred from homology	Cytochrome b6-f complex iron-sulfur subunit 1 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1)	petC1 slr1185	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)	()	P74714;	2025-06-18	160	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Merismopediaceae (family), Synechocystis (genus), unclassified Synechocystis (no rank), Synechocystis sp. PCC 6803 (species)	Bacteria	True
P75796	GSIA_ECOLI	('7.4.2.10',)	('SSF52540',)	Evidence at protein level	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10)	gsiA yliA b0829 JW5897	Escherichia coli (strain K12)	()	P75796;	2025-06-18	172	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P76027	OPPD_ECOLI	('7.4.2.6',)	('SSF52540',)	Evidence at protein level	Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6)	oppD b1246 JW1238	Escherichia coli (strain K12)	()	P76027;	2025-06-18	176	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P77257	LSRA_ECOLI	('7.6.2.13',)	('SSF52540',)	Evidence at protein level	Autoinducer 2 import ATP-binding protein LsrA (AI-2 import ATP-binding protein LsrA) (EC 7.6.2.13) (EGO10A)	lsrA ego ydeX b1513 JW1506	Escherichia coli (strain K12)	()	P77257;	2025-06-18	161	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P77737	OPPF_ECOLI	('7.4.2.6',)	('SSF52540',)	Evidence at protein level	Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6)	oppF b1247 JW1239	Escherichia coli (strain K12)	()	P77737;	2025-06-18	166	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P80187	MTRH_METTM	('7.2.1.4',)	('SSF51717',)	Evidence at protein level	Tetrahydromethanopterin S-methyltransferase subunit H (EC 7.2.1.4) (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit H)	mtrH MTBMA_c15400	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	()	P80187;	2025-06-18	126	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter marburgensis (species)	Archaea	True
P80264	NDUS2_SOLTU	('7.1.1.2',)	('SSF56762',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2 (EC 7.1.1.2) (Complex I-42.5kD) (CI-42.5kD) (NADH dehydrogenase subunit 7) (NADH-ubiquinone oxidoreductase 42.5 kDa subunit)	NAD7	Solanum tuberosum (Potato)	()	P80264;	2024-11-27	118	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Solanoideae (subfamily), Solaneae (tribe), Solanum (genus)	Eukaryota	True
P81380	UCRI_BLAVI	('7.1.1.8',)	('SSF50022',)	Inferred from homology	Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP)	petA fbcF	Blastochloris viridis (Rhodopseudomonas viridis)	()	P81380;	2025-04-09	109	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Blastochloridaceae (family), Blastochloris (genus)	Bacteria	True
P92477	COX1_EQUAS	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Equus asinus (Donkey) (Equus africanus asinus)	()	P92477;	2025-04-09	126	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Perissodactyla (order), Equidae (family), Equus (genus)	Eukaryota	True
P92661	COX1_OSPRO	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Osphranter robustus (Wallaroo) (Macropus robustus)	()	P92661;	2024-11-27	114	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Metatheria (clade), Diprotodontia (order), Macropodidae (family), Osphranter (genus)	Eukaryota	True
P92692	COX1_PONAB	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	()	P92692;	2025-06-18	143	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Ponginae (subfamily), Pongo (genus)	Eukaryota	True
P93306	NDUS2_ARATH	('7.1.1.2',)	('SSF56762',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 7)	NAD7 AtMg00510	Arabidopsis thaliana (Mouse-ear cress)	('7A23', '7A24', '7AQR', '7AR7', '7AR8', '7ARB', '8BEE', '8BPX', '8BQ5', '8BQ6')	P93306;	2025-06-18	169	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Eukaryota	True
P98000	COXN_BRADU	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Alternative cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Alternative cytochrome c oxidase polypeptide I) (Cytochrome BB3 subunit 1) (Oxidase BB(3) subunit 1)	coxN bll3784	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	P98000;	2025-04-09	152	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
P98059	COX1_RHOCA	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome BB(3) subunit 1) (Cytochrome c oxidase polypeptide I)	ctaD ccoN	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	()	P98059;	2025-04-09	114	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Rhodobacter group (no rank), Rhodobacter (genus)	Bacteria	True
P9WP37	QCRB_MYCTU	('7.1.1.8',)	('SSF81342',)	Evidence at protein level	Cytochrome bc1 complex cytochrome b subunit (EC 7.1.1.8) (Cytochrome bc1 reductase complex subunit QcrB) (Ubiquinol--cytochrome c reductase cytochrome b subunit)	qcrB Rv2196 MTCY190.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	('7E1V', '7E1W', '7E1X', '8HCR')	P9WP37;	2025-06-18	55	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium tuberculosis complex (no rank), Mycobacterium tuberculosis (species)	Bacteria	True
P9WQK9	PSTB2_MYCTU	('7.3.2.1',)	('SSF52540',)	Evidence at protein level	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 pstB Rv0933 MTCY08D9.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	()	P9WQK9;	2025-06-18	57	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium tuberculosis complex (no rank), Mycobacterium tuberculosis (species)	Bacteria	True
P9WQL1	PSTB1_MYCTU	('7.3.2.1',)	('SSF52540',)	Evidence at protein level	Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)	pstB1 phoT Rv0820 MTV043.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	()	P9WQL1;	2025-06-18	55	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium tuberculosis complex (no rank), Mycobacterium tuberculosis (species)	Bacteria	True
Q00527	COX1_PHOVI	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Phoca vitulina (Harbor seal)	()	Q00527;	2025-06-18	127	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Carnivora (order), Caniformia (suborder), Pinnipedia (clade), Phocidae (family), Phocinae (subfamily), Phoca (genus)	Eukaryota	True
Q02585	UCRIB_TOBAC	('7.1.1.6',)	('SSF50022',)	Evidence at transcript level	Cytochrome b6-f complex iron-sulfur subunit 2, chloroplastic (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 2) (Rieske iron-sulfur protein 2) (ISP 2) (RISP 2)	petC2	Nicotiana tabacum (Common tobacco)	()	Q02585;	2025-06-18	134	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Nicotianoideae (subfamily), Nicotianeae (tribe), Nicotiana (genus)	Eukaryota	True
Q02762	UCRI_CERSP	('7.1.1.8',)	('SSF50022',)	Evidence at protein level	Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP)	petA fbcF	Cereibacter sphaeroides (Rhodobacter sphaeroides)	('2FYN', '2NUK', '2NUM', '2NVE', '2NVF', '2NVG', '2NWF', '2QJK', '2QJP', '2QJY', '5KKZ', '5KLI', '7TCE', '7TLJ')	Q02762;	2025-04-09	137	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Cereibacter (genus)	Bacteria	True
Q02766	COX1_PLAFA	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Plasmodium falciparum	()	Q02766;	2024-11-27	107	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Apicomplexa (phylum), Aconoidasida (class), Haemosporida (order), Plasmodiidae (family), Plasmodium (genus), Plasmodium (Laverania) (subgenus)	Eukaryota	True
Q03073	FIXN_BRADU	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Cytochrome c oxidase subunit 1 homolog, bacteroid (EC 7.1.1.9) (Cytochrome CBB3 subunit 1) (Cytochrome c oxidase polypeptide I homolog) (Heme B/copper cytochrome c oxidase subunit)	fixN blr2763	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q03073;	2025-04-09	151	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q04440	COX1_ALKPO	('7.1.1.9',)	('SSF81442',)	Evidence at protein level	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I)	ctaD BpOF4_00910	Alkalihalophilus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4) (Bacillus pseudofirmus)	()	Q04440;	2025-02-05	147	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Alkalihalophilus (genus), Alkalihalophilus pseudofirmus (species)	Bacteria	True
Q05572	FIXN_RHIME	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Cytochrome c oxidase subunit 1 homolog, bacteroid (EC 7.1.1.9) (Cytochrome CBB3 subunit 1) (Cytochrome c oxidase polypeptide I homolog) (Heme B/copper cytochrome c oxidase subunit)	fixN RA0665 SMa1220	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	()	Q05572;	2025-04-09	146	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus), Rhizobium meliloti (species)	Bacteria	True
Q06473	COX1_SYNY3	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	ctaD slr1137	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)	()	Q06473;	2025-06-18	163	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Merismopediaceae (family), Synechocystis (genus), unclassified Synechocystis (no rank), Synechocystis sp. PCC 6803 (species)	Bacteria	True
Q07434	COX1_PHYPO	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1	Physarum polycephalum (Slime mold)	()	Q07434;	2024-11-27	120	cellular organisms (no rank), Eukaryota (domain), Amoebozoa (clade), Evosea (phylum), Eumycetozoa (class), Myxogastria (clade), Myxogastromycetidae (subclass), Physariida (order), Physaraceae (family), Physarum (genus)	Eukaryota	True
Q08855	COX1_RHILE	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I)	ctaD coxA	Rhizobium leguminosarum	()	Q08855;	2025-04-09	121	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Rhizobium/Agrobacterium group (no rank), Rhizobium (genus)	Bacteria	True
Q0H8Y4	COX1_MYCMD	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	()	Q0H8Y4;	2025-06-18	103	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Mycosarcoma (genus)	Eukaryota	True
Q0I872	UCRI_SYNS3	('7.1.1.6',)	('SSF50022',)	Inferred from homology	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC sync_2149	Synechococcus sp. (strain CC9311)	()	Q0I872;	2025-06-18	123	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Synechococcaceae (family), Synechococcus (genus), unclassified Synechococcus (no rank)	Bacteria	True
Q0MQG3	NDUS2_PONPY	('7.1.1.2',)	('SSF56762',)	Evidence at transcript level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Pongo pygmaeus (Bornean orangutan)	()	Q0MQG3;	2025-06-18	80	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Ponginae (subfamily), Pongo (genus)	Eukaryota	True
Q0MQG4	NDUS2_GORGO	('7.1.1.2',)	('SSF56762',)	Evidence at transcript level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Gorilla gorilla gorilla (Western lowland gorilla)	()	Q0MQG4;	2025-06-18	102	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Gorilla (genus), Gorilla gorilla (species)	Eukaryota	True
Q0MQG5	NDUS2_PANTR	('7.1.1.2',)	('SSF56762',)	Evidence at transcript level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Pan troglodytes (Chimpanzee)	()	Q0MQG5;	2025-06-18	113	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Pan (genus)	Eukaryota	True
Q0MQH9	NDUS7_GORGO	('7.1.1.2',)	('SSF56770',)	Evidence at transcript level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	NDUFS7	Gorilla gorilla gorilla (Western lowland gorilla)	()	Q0MQH9;	2025-06-18	94	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Gorilla (genus), Gorilla gorilla (species)	Eukaryota	True
Q0MQI0	NDUS7_PANTR	('7.1.1.2',)	('SSF56770',)	Evidence at transcript level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)	NDUFS7	Pan troglodytes (Chimpanzee)	()	Q0MQI0;	2025-06-18	79	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Pan (genus)	Eukaryota	True
Q114L6	UCRI_TRIEI	('7.1.1.6',)	('SSF50022',)	Inferred from homology	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC Tery_1799	Trichodesmium erythraeum (strain IMS101)	()	Q114L6;	2025-06-18	121	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Microcoleaceae (family), Trichodesmium (genus), Trichodesmium erythraeum (species)	Bacteria	True
Q12644	NDUS8_NEUCR	('7.1.1.2',)	('SSF54862',)	Evidence at transcript level	NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD)	nuo21.3c NCU05009	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	()	Q12644;	2025-06-18	158	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Sordariales (order), Sordariaceae (family), Neurospora (genus), Neurospora crassa (species)	Eukaryota	True
